cik,AccountsPayableCurrent_USD,AccumulatedOtherComprehensiveIncomeLossNetOfTax_USD,AdditionalPaidInCapital_USD,AssetsCurrent_USD,Assets_USD,CashAndCashEquivalentsAtCarryingValue_USD,CashAndCashEquivalentsPeriodIncreaseDecrease_USD,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect_USD,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents_USD,CommonStockSharesAuthorized_shares,CommonStockSharesIssued_shares,CommonStockSharesOutstanding_shares,CommonStockValue_USD,DeferredTaxAssetsValuationAllowance_USD,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate_pure,EntityCommonStockSharesOutstanding_shares,EntityPublicFloat_USD,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest_USD,IncomeTaxExpenseBenefit_USD,InterestPaidNet_USD,LiabilitiesAndStockholdersEquity_USD,LiabilitiesCurrent_USD,Liabilities_USD,NetCashProvidedByUsedInFinancingActivities_USD,NetCashProvidedByUsedInInvestingActivities_USD,NetCashProvidedByUsedInOperatingActivities_USD,NetIncomeLoss_USD,OperatingIncomeLoss_USD,OperatingLeaseRightOfUseAsset_USD,PaymentsToAcquirePropertyPlantAndEquipment_USD,PreferredStockSharesAuthorized_shares,PreferredStockSharesIssued_shares,PreferredStockSharesOutstanding_shares,ProceedsFromIssuanceOfCommonStock_USD,ProfitLoss_USD,PropertyPlantAndEquipmentNet_USD,RetainedEarningsAccumulatedDeficit_USD,ShareBasedCompensation_USD,StockIssuedDuringPeriodValueNewIssues_USD,StockholdersEquity_USD,UnrecognizedTaxBenefits_USD,WeightedAverageNumberOfDilutedSharesOutstanding_shares,WeightedAverageNumberOfSharesOutstandingBasic_shares
1304280,2097000000.0,-266000000.0,,5043000000.0,12960000000.0,1164000000.0,,,1193000000.0,,1000.0,1000.0,0.0,819000000.0,,1000.0,,,,,12960000000.0,3381000000.0,11180000000.0,,,,,,,,,,,,,4732000000.0,688000000.0,,,1826000000.0,,,
1304409,61149.0,,9897700.0,8986.0,158986.0,8986.0,,,8986.0,250000000.0,54887876.0,54887876.0,5489.0,2317218.0,,60032320.0,,,,,158986.0,244682.0,244682.0,,,,,,,,5000000.0,0.0,0.0,,,,-9988885.0,,,-85696.0,,,
1304421,25283000.0,-109418000.0,,340661000.0,3507300000.0,155561000.0,,,155561000.0,100000000.0,,79227607.0,792000.0,7139000.0,,,,,,,3507300000.0,270470000.0,3118072000.0,,,,,,25808000.0,,,,,,,1760152000.0,-34514000.0,,,,4900000.0,,
1304492,,,468578000.0,113032000.0,241115000.0,108486000.0,,,108486000.0,100000000.0,17584332.0,17584332.0,2000.0,,,17586356.0,,,,,241115000.0,9762000.0,21948000.0,,,,,,5404000.0,,10000000.0,,0.0,,,3752000.0,-249413000.0,,,219167000.0,,,
1304730,,-697164.0,29719865.0,374367.0,26434991.0,150000.0,,,,200000000.0,139314416.0,139314416.0,139314.0,,,139314416.0,59710374.0,,,,26434991.0,5875132.0,5937825.0,,,,,,,,10000000.0,,,,,5618747.0,-8664849.0,,,20497166.0,,,
1304741,,,9245452.0,647.0,,647.0,,,,500000000.0,178096105.0,178096105.0,178096.0,,,172789105.0,,,,,4281.0,4668108.0,5505886.0,,,,,,0.0,,20000000.0,10000000.0,,,,,-14890153.0,,,-5501605.0,,,
1305168,18661000.0,-2787000.0,,108747000.0,345438000.0,54950000.0,,,54950000.0,150000000.0,49422000.0,42792000.0,49000.0,2092000.0,,,,,,,345438000.0,76247000.0,191102000.0,,,,,,37859000.0,,25000000.0,0.0,0.0,,,57830000.0,37308000.0,,,147668000.0,0.0,,
1305253,4640000.0,-8000.0,,137806000.0,143594000.0,28864000.0,,,28864000.0,200000000.0,33878486.0,33878486.0,34000.0,60747000.0,,,,,,,143594000.0,16627000.0,48559000.0,,,,,,1176000.0,,,,,,,709000.0,-306500000.0,,,95035000.0,451000.0,,
1305323,,,,76833000.0,161306000.0,35462000.0,,,55497000.0,300000000.0,66454000.0,32267000.0,668000.0,37375000.0,,,,,,,161306000.0,70783000.0,102089000.0,,,,,,20114000.0,,20000000.0,0.0,0.0,,,30575000.0,326319000.0,,,59217000.0,18000.0,,
1305773,4918000.0,-4000000.0,543809000.0,53344000.0,71500000.0,28673000.0,,,29135000.0,200000000.0,95546577.0,95546577.0,1000.0,41507000.0,,,,,,,71500000.0,30919000.0,60128000.0,,,,,,5215000.0,,5000000.0,0.0,0.0,,,12240000.0,-528438000.0,,,11372000.0,4094000.0,,
1306830,797000000.0,-328000000.0,257000000.0,3763000000.0,10909000000.0,955000000.0,,,955000000.0,400000000.0,169402979.0,114168464.0,0.0,748000000.0,,114173336.0,,,,,10909000000.0,1973000000.0,,,,,,,232000000.0,,100000000.0,0.0,0.0,,,3939000000.0,8091000000.0,,,3526000000.0,165000000.0,,
1307579,,-3046070.0,69897698.0,25654926.0,42210137.0,11748829.0,,,,100000000.0,21655461.0,21655461.0,21655.0,7331357.0,,,,,,,42210137.0,9814934.0,17391822.0,,,,,,4947734.0,,2500000.0,0.0,0.0,,,10321511.0,-42054968.0,,,24818315.0,,,
1307624,80169.0,,866251.0,138996.0,164922.0,128996.0,,,128996.0,200000000.0,9701269.0,9701269.0,9701.0,111265.0,,,,,,,164922.0,83961.0,727519.0,,,,,,,,2000000.0,156837.0,156837.0,,,,-1438706.0,,,-562597.0,,,
1307748,,-12449000.0,5566902000.0,,2407339000.0,222610000.0,,,223770000.0,1460000000.0,71998654.0,71998654.0,72000.0,26153000.0,,719462786.0,,,,,2407339000.0,,668476000.0,,,,,,2696000.0,,40000000.0,,0.0,,,,,,,1738863000.0,,,
1307954,842000000.0,-1346000000.0,4048000000.0,3568000000.0,8713000000.0,1593000000.0,,,1593000000.0,1200000000.0,258520411.0,220046262.0,,206000000.0,,221000456.0,,,,,8713000000.0,1979000000.0,5040000000.0,,,,,,445000000.0,,,,,,,2505000000.0,1564000000.0,,,3519000000.0,16000000.0,,
1308027,4830143.0,,41233471.0,8203540.0,22660597.0,,,,,1500000000.0,1119931717.0,1119901717.0,119990.0,6715000.0,,1168068315.0,,,,,22660597.0,18364910.0,29419554.0,,,,,,9199730.0,,15000000.0,13698.0,13698.0,,,1631651.0,-48713184.0,,,-7359752.0,,,
1308106,4883000.0,-103836000.0,,262131000.0,4854004000.0,206762000.0,,,257943000.0,,,,,54005000.0,,,,,,,4854004000.0,521258000.0,3107734000.0,,,,,,20750000.0,,,,,,,1220355000.0,,,,,,,
1308208,97916000.0,,,321524000.0,1063049000.0,8763000.0,,,,100000000.0,30979827.0,26912580.0,30981000.0,,,,,,,,1063049000.0,272807000.0,,,,,,,97820000.0,,,,,,,364795000.0,293643000.0,,,239573000.0,272000.0,,
1308547,13631000.0,-608000.0,,1724671000.0,3096854000.0,1110024000.0,,,1119425000.0,,,,,,,,,,,,3096854000.0,316419000.0,525637000.0,,,,,,75460000.0,,,,,,,543550000.0,2565670000.0,,,2565162000.0,65900000.0,,
1308569,1626095.0,,24314230.0,55291.0,126031.0,2791.0,,,,600000000.0,418788770.0,417288770.0,417289.0,,,403708770.0,,,,,126031.0,7226540.0,,,,,,,,,,,,,,,-31832028.0,,,-7100509.0,,,
1308606,,-8654000.0,6126503000.0,,6396786000.0,70303000.0,,,83298000.0,175000000.0,114812615.0,114812615.0,5741000.0,,,,,,,,6396786000.0,,2795666000.0,,,,,,4600000.0,,20000000.0,6900000.0,6900000.0,,,,-2688647000.0,,,3601120000.0,,,
1308648,,,,,,,,,,,,,,,,199264637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309057,,1718440.0,521987.0,47476484.0,53998767.0,40666095.0,,,,300000000.0,65539737.0,65539737.0,6554.0,1169529.0,,65539737.0,19814321.56,,,,53998767.0,9497865.0,,,,,,,,,,,,,,3773138.0,42215242.0,,,44500902.0,,,
1309082,996382.0,,209362384.0,909836.0,16815251.0,868548.0,,,,250000000.0,25000000.0,25000000.0,25000.0,12803308.0,,25000000.0,,,,,16815251.0,95048013.0,113094761.0,,,,,,,,,2093.0,2093.0,,,0.0,-311612946.0,,,-102225562.0,,,
1309108,,-82935000.0,872711000.0,3502847000.0,8183361000.0,852033000.0,,,1329653000.0,175000000.0,48616000.0,44188000.0,485000.0,60569000.0,,,,,,,8183361000.0,2740853000.0,6148225000.0,,,,,,85034000.0,,,,0.0,,,188340000.0,1286976000.0,,,1904895000.0,4133000.0,,
1309251,134842.0,-54091.0,-15146.0,505082.0,975618.0,61517.0,,,61517.0,750000000.0,600034500.0,600034500.0,6000.0,,,,,,,,975618.0,1947717.0,2011223.0,,,,,,383203.0,,,,,,,87333.0,-980262.0,,,-1035605.0,,,
1309402,140058000.0,-2172000.0,740889000.0,642353000.0,1578917000.0,233860000.0,,,274810000.0,75000000.0,47470505.0,35657344.0,47000.0,43336000.0,,35651123.0,,,,,1578917000.0,452556000.0,802253000.0,,,,,,61883000.0,,,,,,,801690000.0,39375000.0,,,646852000.0,51569000.0,,
1310114,1204000.0,618000.0,,82171000.0,152613000.0,34006000.0,,,36326000.0,1000000000.0,97248000.0,97127000.0,10000.0,90899000.0,,,,,,,152613000.0,49769000.0,77337000.0,,,,,,29798000.0,,20000000.0,0.0,0.0,,,29948000.0,-304607000.0,,,75276000.0,965000.0,,
1310383,,,,,80565000.0,14658000.0,,,17591000.0,290000000.0,23027978.0,23027978.0,23000.0,1779000.0,,,,,,,80565000.0,,48468000.0,,,,,,,,10000000.0,0.0,0.0,,,,-84456000.0,,,31902000.0,,,
1310488,,,,39865.0,39865.0,39865.0,,,39865.0,900000000.0,29271755.0,29271755.0,29272.0,,,29271755.0,,,,,39865.0,399773.0,399773.0,,,,,,,,,,,,,,-159170307.0,,,-359908.0,,,
1310527,,,11021840.0,21200.0,21200.0,8304.0,,,,300000000.0,19472241.0,19472241.0,1947.0,2789552.0,,15524020.0,,,,,21200.0,4189818.0,4298597.0,,,,,,,,,,,,,,-15911895.0,,,-5061441.0,,,
1310630,7827.0,5244.0,,1334167.0,1532141.0,1006394.0,,,,100000000.0,20252309.0,20252309.0,2025.0,151957.0,,20252309.0,,,,,1532141.0,697303.0,697303.0,,,,,,,,,,,,,193621.0,-462786.0,,,834838.0,,,
1311370,,-238368000.0,,,5971861000.0,1389876000.0,,,,500000000.0,112766091.0,,1128000.0,82210000.0,,112766091.0,,,,,5971861000.0,,4972428000.0,,,,,,513923000.0,,15000000.0,,,,,257587000.0,1295386000.0,,,911772000.0,80954000.0,,
1311673,,,49280.0,,0.0,,,,,80000000.0,5199000.0,5199000.0,520.0,33060.0,,,,,,,0.0,,1068695.0,,,,,,,,20000000.0,0.0,0.0,,,,-1118495.0,,,-1068695.0,,,
1312109,,46036000.0,129726000.0,,5586235000.0,2962087000.0,,,2962087000.0,,,,,,,,,,,,5586235000.0,,5291936000.0,,,,,,1799000.0,,10000000.0,0.0,0.0,,,2072000.0,118348000.0,,,294299000.0,,,
1313275,10456000.0,-188000.0,287059000.0,85515000.0,186803000.0,37472000.0,,,37472000.0,100000000.0,40152021.0,,40000.0,58718000.0,,,,,,,186803000.0,98940000.0,107201000.0,,,,,,8699000.0,,5000000.0,0.0,,,,15968000.0,-206438000.0,,,79602000.0,,,
1313310,,,,,,,,,,,,,,,,6948900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314052,4216948.0,,,,54334246.0,47357599.0,,,,100000000.0,66962957.0,66962957.0,66964.0,,,66962957.0,,,,,54334246.0,8033469.0,,,,,,,,,10000000.0,,,,,,-167532295.0,,,46300777.0,,,
1314102,4811000.0,841000.0,,63118000.0,91717000.0,44909000.0,,,45059000.0,300000000.0,18139981.0,18139981.0,18000.0,82896000.0,,,,,,,91717000.0,14888000.0,73176000.0,,,,,,2610000.0,,5000000.0,0.0,0.0,,,630000.0,-510680000.0,,,18541000.0,0.0,,
1314152,,,,,2658599000.0,84805000.0,,,101434000.0,,,,,,,,1973595297.0,,,,2658599000.0,,1211176000.0,,,,,,2145000.0,,,,,,,,-14723000.0,,,1427384000.0,,,
1314196,359968.0,,26380124.0,4205007.0,14377502.0,3824491.0,,,3824491.0,200000000.0,6170054.0,6170054.0,617.0,2268658.0,,,,,,,14377502.0,999200.0,8625321.0,,,,,,269508.0,,50000000.0,0.0,0.0,,,19807.0,-20628606.0,,,5752181.0,,,
1314727,239760000.0,-1043000.0,633335000.0,900918000.0,1066860000.0,677834000.0,,,678032000.0,,,,121000.0,,,119740268.0,,,,,1066860000.0,455764000.0,556651000.0,,,,,,41462000.0,,,,,,,64170000.0,-96200000.0,,,510209000.0,,,
1314772,27986000.0,-1388000.0,,53478000.0,74737000.0,510000.0,,,510000.0,49000000.0,2162459.0,2132275.0,2000.0,4689000.0,,,,,,,74737000.0,38524000.0,69617000.0,,,,,,3625000.0,,1000000.0,0.0,0.0,,,4789000.0,-70190000.0,,,5120000.0,7543000.0,,
1315061,314000.0,,,5049000.0,22914000.0,2764000.0,,,,,,,,,,,0.0,,,,22914000.0,2794000.0,4821000.0,,,,,,,,,,,,,,,,,18093000.0,,,
1315098,12012000.0,90000.0,,1424131000.0,1847800000.0,893943000.0,,,893943000.0,740000000.0,201327000.0,201327000.0,20000.0,122328000.0,,,,,,,1847800000.0,1228546000.0,1735354000.0,,,,,,0.0,,0.0,0.0,0.0,,,206415000.0,-492290000.0,,,-252388000.0,19386000.0,,
1315257,154100000.0,-15900000.0,,564500000.0,1598600000.0,38500000.0,,,38500000.0,80000000.0,23688347.0,,200000.0,44600000.0,,21098544.0,,,,,1598600000.0,292100000.0,1252600000.0,,,,,,102500000.0,,10000000.0,0.0,0.0,,,409100000.0,215800000.0,,,341700000.0,2500000.0,,
1315399,,463000.0,134989000.0,,2078322000.0,,,,458601000.0,15000000.0,12136567.0,,1214000.0,133000.0,,,,,,,2078322000.0,,1875725000.0,,,,,,2303000.0,,1000000.0,,480.0,,,6698000.0,66794000.0,,,200925000.0,,,
1316517,34257935.0,-8778151.0,,307115576.0,495249840.0,142078190.0,,,142520635.0,100000000.0,77298499.0,75377555.0,75377.0,3433277.0,,,,,,,495249840.0,83797425.0,91483176.0,,,,,,3496993.0,,,,,,,65402680.0,-27079900.0,,,403766664.0,,,
1316644,8102000.0,,140817000.0,43858000.0,47758000.0,13651000.0,,,,750000000.0,34328036.0,34328036.0,34000.0,,,34328036.0,,,,,47758000.0,24787000.0,26777000.0,,,,,,1121000.0,,,,,,,2224000.0,-119870000.0,,,20981000.0,,,
1316835,600357000.0,,,2223682000.0,4173671000.0,423806000.0,,,,300000000.0,116829000.0,116829000.0,1168000.0,2409000.0,,,,,,,4173671000.0,1074853000.0,3020888000.0,,,,,,274562000.0,,10000000.0,0.0,0.0,,,749130000.0,562374000.0,,,1152783000.0,9200000.0,,
1316944,,,,,68634000000.0,,,,174000000.0,,,,,,,,,,,,68634000000.0,,62440000000.0,,,,,,,,,,,,,39000000.0,3680000000.0,,,6194000000.0,,,
1317630,130000000.0,-8000000.0,,224000000.0,10825000000.0,4000000.0,,,6000000.0,235000000.0,224203112.0,224203112.0,892000000.0,0.0,,224203112.0,,,,,10825000000.0,437000000.0,8531000000.0,,,,,,,,,,,,,9327000000.0,1410000000.0,,,2294000000.0,,,
1317833,,,7933832.0,123875.0,149152.0,123493.0,,,123493.0,100000000.0,19913982.0,19913982.0,19914.0,522864.0,,,,,,,149152.0,31094.0,44930.0,,,,,,25277.0,,50000000.0,,,,,,-7854524.0,,,104222.0,,,
1317839,,-115048.0,3136561.0,650413.0,1556752.0,50459.0,,,,500000000.0,182444266.0,182444266.0,1825.0,,,182444266.0,,,,,1556752.0,1042592.0,1447289.0,,,,,,0.0,,10000000.0,0.0,0.0,,,860787.0,-2993454.0,,,109463.0,,,
1317945,2471000.0,-778000.0,,57357000.0,71571000.0,23633000.0,,,,20000000.0,10153633.0,10094322.0,102000.0,70000.0,,,,,,,71571000.0,21871000.0,25194000.0,,,,,,493000.0,,,,,,,8599000.0,35769000.0,,,46117000.0,,,
1318008,69751000.0,939000.0,,535277000.0,998364000.0,73622000.0,,,80690000.0,50000000.0,25599000.0,25599000.0,,8710000.0,,25475730.0,,,,,998364000.0,195452000.0,445768000.0,,,,,,267152000.0,,20000000.0,0.0,0.0,,,98352000.0,380029000.0,,,552596000.0,,,
1318084,190900000.0,-3600000.0,298300000.0,1337200000.0,1954700000.0,22800000.0,,,22800000.0,150000000.0,52918347.0,44921547.0,500000.0,600000.0,,,,,,,1954700000.0,745800000.0,1322800000.0,,,,,,203600000.0,,,,,,,276000000.0,459700000.0,,,631900000.0,0.0,,
1318220,290820000.0,-651000.0,,1408272000.0,13992364000.0,617294000.0,,,714389000.0,,262899174.0,262824990.0,,,,262233072.0,,,,,13992364000.0,1028654000.0,7128926000.0,,,,,,170923000.0,,,0.0,,,,5284506000.0,2659001000.0,,,6859273000.0,0.0,,
1318268,,,1302977.0,77209.0,510616.0,,,,,6000000000.0,23472565.0,23472565.0,23472.0,238421.0,,23472565.0,,,,,510616.0,610757.0,668516.0,,,,,,,,50000000.0,,,,,,-1484442.0,,,-157900.0,,,
1318482,1722066.0,,,5249555.0,10969129.0,1226045.0,,,,,131124989.0,131124989.0,49094096.0,330249.0,,,,,,,10969129.0,2178010.0,2298934.0,,,,,,106315.0,,,,,,,21839.0,-40448481.0,,,8670195.0,,,
1318484,84832000.0,,,244442000.0,494593000.0,,,,123177000.0,32000000.0,15981394.0,9876901.0,158000.0,1714000.0,,10138962.0,,,,,494593000.0,182845000.0,330959000.0,,,,,,179673000.0,,,,,,,63514000.0,209918000.0,,,163634000.0,0.0,,
1318568,15503000.0,-1191000.0,,431639000.0,1477179000.0,251706000.0,,,252349000.0,500000000.0,111872439.0,86683000.0,112000.0,68746000.0,,,,,,,1477179000.0,319490000.0,1485077000.0,,,,,,16104000.0,,50000000.0,,0.0,,,112323000.0,-294620000.0,,,-7898000.0,1714000.0,,
1318605,6051000000.0,363000000.0,27260000000.0,26717000000.0,52148000000.0,19384000000.0,,,,2000000000.0,960000000.0,960000000.0,1000000.0,2930000000.0,,959853504.0,,,,,52148000000.0,14248000000.0,28418000000.0,,,,,,1558000000.0,,100000000.0,0.0,0.0,,,12747000000.0,-5399000000.0,,,22225000000.0,380000000.0,,
1318641,1134893.0,-685680.0,,925746.0,1035484.0,593869.0,,,,25000000.0,13376062.0,13376062.0,66876.0,5666728.0,,,,,,,1035484.0,4620842.0,4691222.0,,,,,,101048.0,,1000000.0,0.0,0.0,,,8690.0,-169104029.0,,,-2960055.0,0.0,,
1318742,83136000.0,-241830000.0,,3549855000.0,18391628000.0,3299340000.0,,,3299340000.0,40000000.0,31164004.0,31164004.0,37000.0,42876000.0,,,,,,,18391628000.0,1952354000.0,15220320000.0,,,,,,209037000.0,,,,,,,13411226000.0,-2308624000.0,,,3171308000.0,1352000.0,,
1318885,8558000.0,69000.0,1020164000.0,104661000.0,872410000.0,62909000.0,,,82909000.0,200000000.0,89275002.0,89275002.0,893000.0,,,89275002.0,,,,,872410000.0,61589000.0,,,,,,,,,,,,,,716178000.0,-592582000.0,,,428570000.0,,,
1319150,,,,,,,,,,,,,,,,16766969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319161,214000000.0,-185000000.0,,1828000000.0,6943000000.0,566000000.0,,,566000000.0,,,,,,,,,,,,6943000000.0,2890000000.0,6910000000.0,,,,,,275000000.0,,,,0.0,,,334000000.0,-1713000000.0,,,16000000.0,,,
1319229,15802000.0,,,40965000.0,1339788000.0,15479000.0,,,15479000.0,,,,,,,,,,,,1339788000.0,59384000.0,931231000.0,,,,,,33880000.0,,,,,,,854870000.0,,,,,,,
1319643,,,,16584.0,246764.0,12644.0,,,,480000000.0,50605965.0,,3425.0,412300.0,,,,,,,246764.0,2106059.0,,,,,,,,,20000000.0,0.0,,,,,-3494901.0,,,-1859295.0,,,
1319947,245071000.0,-3286000.0,,780585000.0,1976595000.0,59581000.0,,,59581000.0,,,,990153000.0,101185000.0,,,,,,,1976595000.0,752683000.0,1733578000.0,,,,,,700481000.0,,100000000.0,0.0,,,,296469000.0,-228785000.0,,,-3286000.0,10087000.0,,
1320350,2481000.0,,,58385000.0,79120000.0,40599000.0,,,,150000000.0,10933000.0,10933000.0,109000.0,9084000.0,,10932703.0,0.0,,,,79120000.0,8467000.0,11910000.0,,,,,,3668000.0,,10000000.0,0.0,0.0,,,832000.0,-57993000.0,,,67210000.0,,,
1320414,177087000.0,-2027000.0,,1594000000.0,7655399000.0,577061000.0,,,577061000.0,700000000.0,134850735.0,134850735.0,135000.0,17339000.0,,134836735.0,,,,,7655399000.0,1438366000.0,6004255000.0,,,,,,1032217000.0,,,,,,,943420000.0,553244000.0,,,1060480000.0,,,
1320461,385284000.0,-241896000.0,,1259729000.0,2611944000.0,438438000.0,,,443578000.0,190000000.0,18962894.0,16897085.0,17000.0,234425000.0,,16897085.0,,,,,2611944000.0,671280000.0,1987833000.0,,,,,,109795000.0,,10000000.0,,,,,892309000.0,350270000.0,,,607110000.0,11272000.0,,
1320695,627700000.0,-64000000.0,,1428800000.0,5485700000.0,364600000.0,,,,90000000.0,,55900000.0,,161000000.0,,55892015.0,,,,,5485700000.0,990700000.0,3620700000.0,,,,,,160700000.0,,10000000.0,0.0,,,,,-143200000.0,,,1865000000.0,10700000.0,,
1320760,12550000.0,,70070000.0,20988000.0,23808000.0,19012000.0,,,,49000000.0,19055000.0,17958000.0,2000.0,9453000.0,,18945135.0,,,,,23808000.0,18084000.0,20625000.0,,,,,,876000.0,,1000000.0,0.0,,,,662000.0,-65015000.0,,,3183000.0,,,
1320854,17840000.0,-11763000.0,82064000.0,120978000.0,182742000.0,,,,54047000.0,50000000.0,15861406.0,,159000.0,59613000.0,,,,,,,182742000.0,71149000.0,152245000.0,,,,,,18152000.0,,2500000.0,0.0,0.0,,,19642000.0,-38619000.0,,,30497000.0,,,
1321646,176229000.0,-37865000.0,,646390000.0,2460957000.0,85901000.0,,,85901000.0,500000000.0,31873000.0,31873000.0,319000.0,39517000.0,,,,,,,2460957000.0,433087000.0,1811955000.0,,,,,,84042000.0,,100000000.0,0.0,,,,942703000.0,240464000.0,,,604363000.0,8849000.0,,
1321655,16358000.0,-2745000.0,6488857000.0,2257429000.0,2690504000.0,2011323000.0,,,2128146000.0,22701005000.0,1792140000.0,1792140000.0,1792000.0,1220093000.0,,,,,,,2690504000.0,603823000.0,1167954000.0,,,,,,217075000.0,,0.0,0.0,0.0,,,29541000.0,-4965354000.0,,,1522550000.0,75557000.0,,
1321732,14109000.0,2541000.0,598299000.0,617702000.0,822983000.0,69670000.0,,,69670000.0,300000000.0,36414732.0,36414732.0,36000.0,28768000.0,,36448693.0,,,,,822983000.0,105932000.0,185195000.0,,,,,,41192000.0,,5000000.0,0.0,0.0,,,48169000.0,40622000.0,,,641498000.0,8625000.0,,
1321828,21218.0,,9869048.0,93411.0,100247.0,28107.0,,,,490000000.0,156998515.0,156998515.0,156998.0,649953.0,,,,,,,100247.0,60894.0,60894.0,,,,,,,,,,,,,6036.0,-9987503.0,,,39353.0,,,
1321834,1104801.0,,43411487.0,149502.0,676697.0,148284.0,,,,100000000.0,28553307.0,28553307.0,4004.0,22117000.0,,8859868.0,,,,,676697.0,2348143.0,5933729.0,,,,,,527195.0,,50000000.0,,,,,,-48672523.0,,,-5257034.0,0.0,,
1321847,,,,,,,,,,,,,,,,318006340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322422,,,,,,,,,,,,,,,,261272151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322439,10589970.0,-1132398.0,943571685.0,118264780.0,967127056.0,69928000.0,,,88849000.0,700000000.0,11661797.0,11661797.0,116618.0,,,,,,,,967127056.0,82440923.0,496708973.0,,,,,,7540871.0,,25000000.0,0.0,,,,489179.0,-472137822.0,,,470418000.0,,,
1322505,,-8612000.0,456472000.0,261865000.0,285607000.0,251272000.0,,,251272000.0,30000000.0,19107040.0,19107040.0,191000.0,71040000.0,,,,,,,285607000.0,25282000.0,104376000.0,,,,,,4100000.0,,50000000.0,0.0,0.0,,,478000.0,-266820000.0,,,181231000.0,0.0,,
1323404,,,,,,,,,,,,,,,,449458394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323468,207873000.0,1600000.0,,781430000.0,2540500000.0,,,,9714000.0,,,,,3881000.0,,,,,,,2540500000.0,497531000.0,2045001000.0,,,,,,290506000.0,,,,,,,1082486000.0,,,,,0.0,,
1323648,,6191000.0,,,1644809000.0,,,,,200000000.0,22220929.0,22200929.0,222000.0,,,,,,,,1644809000.0,,1475155000.0,,,,,,5530000.0,,,,,,,27897000.0,13419000.0,,,169654000.0,,,
1323885,12736000.0,312000.0,,306737000.0,714539000.0,41944000.0,,,41944000.0,90000000.0,45346000.0,45346000.0,45000.0,117025000.0,,,,,,,714539000.0,49137000.0,302145000.0,,,,,,1914000.0,,,,,,,28290000.0,-330352000.0,,,412394000.0,1798000.0,,
1324272,4101000.0,,,130294000.0,542674000.0,95402000.0,,,,100000000.0,34256921.0,34256921.0,343000.0,4549000.0,,,,,,,542674000.0,108321000.0,435230000.0,,,,,,188386000.0,,,,,,,119887000.0,23677000.0,,,107444000.0,291000.0,,
1324404,85000000.0,-320000000.0,1317000000.0,1367000000.0,12023000000.0,,,,683000000.0,500000000.0,214057701.0,213954858.0,2000000.0,157000000.0,,214159740.0,,,,,12023000000.0,906000000.0,,,,,,,259000000.0,,50000000.0,,,,,7632000000.0,1927000000.0,,,2922000000.0,81000000.0,,
1324424,,-178000000.0,,5634000000.0,18690000000.0,3363000000.0,,,4138000000.0,1600000000.0,261564000.0,138074000.0,0.0,216000000.0,,,,,,,18690000000.0,5406000000.0,,,,,,,574000000.0,,,,,,,2257000000.0,-1781000000.0,,,1510000000.0,345000000.0,,
1324736,47923.0,,33206878.0,556812.0,571054.0,,,,437126.0,950000000.0,357095087.0,357095087.0,357095.0,6322248.0,,,,,,,571054.0,2292923.0,2292923.0,,,,,,,,10000000.0,1000000.0,1000000.0,,,8361.0,-35436489.0,,,-1721869.0,,,
1324759,,,97186036.0,,,,,,,250000000.0,74640766.0,74640766.0,74641.0,20427241.0,,,,,,,,6900.0,6900.0,,,,,,,,5000000.0,5000000.0,5000000.0,,,,-97272577.0,,,-6900.0,,,
1324948,39936000.0,-510000.0,434346000.0,692342000.0,1408982000.0,126192000.0,,,,60000000.0,26011098.0,,260000.0,,,25139635.0,,,,,1408982000.0,88412000.0,204175000.0,,,,,,36880000.0,,10000000.0,,,,,212702000.0,833898000.0,,,1204807000.0,,,
1325618,657054.0,37087.0,23676843.0,63735892.0,71066620.0,50068728.0,,,50068728.0,31500000.0,12308432.0,12308432.0,1231.0,,,,,,,,71066620.0,4917263.0,9682008.0,,,,,,2715030.0,,,,,,,2120148.0,37669451.0,,,61384612.0,,,
1325670,,3485000.0,308870000.0,,3088673000.0,196185000.0,,,196185000.0,45000000.0,24368612.0,24368612.0,243000.0,0.0,,,,,,,3088673000.0,,2698119000.0,,,,,,7511000.0,,5000000.0,0.0,0.0,,,30306000.0,77956000.0,,,390554000.0,0.0,,
1325676,,,,,89050097.0,,,,,,,,,,,,,,,,89050097.0,,5410661.0,,,,,,,,,,,,,,,,,,,,
1325702,,3703000.0,,409610000.0,571690000.0,279940000.0,,,279940000.0,150000000.0,44943854.0,35783347.0,450000.0,115636000.0,,,,,,,571690000.0,173618000.0,226090000.0,,,,,,4632000.0,,,,,,,96383000.0,286834000.0,,,345600000.0,414000.0,,
1325814,,,,,87691000000.0,,,,978000000.0,,,,,,,,,,,,87691000000.0,,81951000000.0,,,,,,,,,,,,,64000000.0,2351000000.0,,,5740000000.0,,,
